pid,lot_frontage,lot_area,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,flr2nd_sf,low_qual_fin_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,ssn3_porch,screen_porch,pool_area,misc_val
532354070,60.0,7758,0.0,588,0,411,999,999,0,0,999,264,0,132,0,0,0,0,0
908275090,70.0,11767,0.0,0,0,560,560,796,550,0,1346,384,168,24,0,0,0,0,0
902206130,50.0,6900,0.0,0,0,827,827,827,424,0,1251,240,0,0,0,0,0,0,0
527183030,40.0,4671,0.0,767,0,461,1228,1228,0,0,1228,472,168,120,0,0,0,0,0
903225040,50.0,6125,0.0,306,0,422,728,728,546,0,1274,224,0,0,192,0,0,0,0
902300040,53.0,9863,0.0,196,210,322,728,914,728,0,1642,374,0,0,0,0,0,0,0
905451330,68.0,9571,0.0,870,0,639,1509,1509,0,0,1509,322,158,0,0,0,576,0,0
528181070,34.0,4590,108.0,24,0,1530,1554,1554,0,0,1554,627,156,73,0,0,0,0,0
531385060,65.0,8450,0.0,472,0,355,827,827,850,0,1677,627,0,68,0,0,0,0,0
534177230,70.0,8400,0.0,643,0,167,810,810,855,0,1665,528,0,45,0,0,0,0,0
533252040,70.0,14694,450.0,1252,136,306,1694,1694,0,0,1694,642,501,120,0,225,0,0,0
535303030,95.0,14250,360.0,0,0,998,998,1790,0,0,1790,540,0,40,0,0,0,0,1500
923275090,37.0,6951,0.0,658,0,218,876,923,0,0,923,264,362,0,0,0,0,0,0
528164060,106.0,12720,680.0,2257,0,278,2535,2470,0,0,2470,789,154,65,0,0,216,144,0
535176070,90.0,11988,0.0,777,0,467,1244,1244,0,0,1244,336,0,40,0,0,0,0,0
902207010,40.0,3880,0.0,329,0,357,686,866,0,0,866,0,58,42,0,0,0,0,0
527163020,40.0,7685,112.0,518,0,179,697,697,804,0,1501,420,190,63,0,0,0,0,0
534152070,120.0,18837,0.0,687,46,491,1224,1287,604,0,1891,678,0,69,0,0,0,0,0
904100090,120.0,11136,0.0,0,0,1921,1921,1921,0,0,1921,576,0,180,0,0,0,0,0
905101300,72.0,10773,72.0,704,0,1128,1832,1832,0,0,1832,0,0,58,0,0,0,0,0
526351100,85.0,10200,440.0,844,0,590,1434,1434,0,0,1434,528,80,21,0,0,0,0,0
527366030,85.0,7500,0.0,0,0,1058,1058,1058,816,0,1874,588,0,134,0,0,0,0,0
902427180,76.0,11800,0.0,0,0,0,0,1382,0,0,1382,384,0,40,0,0,0,0,0
923205120,90.0,17217,0.0,0,0,1140,1140,1140,0,0,1140,0,36,56,0,0,0,0,0
531385130,90.0,16196,0.0,1443,0,39,1482,1494,0,0,1494,514,402,25,0,0,0,0,0
528320060,118.0,35760,1378.0,1387,0,543,1930,1831,1796,0,3627,807,361,76,0,0,0,0,0
903476030,76.0,7630,0.0,0,0,360,360,1032,780,0,1812,672,344,0,40,0,0,0,0
527451020,24.0,2016,304.0,0,0,630,630,630,672,0,1302,440,0,0,0,0,0,0,0
906340130,65.0,10816,364.0,1104,0,616,1720,1720,0,0,1720,846,208,104,0,0,0,0,0
527105030,78.0,9978,20.0,602,0,324,926,926,678,0,1604,470,360,36,0,0,0,0,0
528431040,98.0,12291,754.0,1572,0,394,1966,1966,0,0,1966,1092,76,52,0,0,0,0,0
528144030,86.0,11065,788.0,0,0,1085,1085,1120,850,0,1970,753,177,74,0,0,0,0,0
527252090,60.0,8147,230.0,1191,0,523,1714,1714,0,0,1714,517,156,55,0,0,0,0,0
527110080,60.0,13869,0.0,182,0,612,794,794,676,0,1470,388,0,75,0,0,0,0,0
909101190,60.0,6204,0.0,0,0,795,795,954,795,481,2230,440,0,188,0,0,0,0,0
528120130,102.0,12151,368.0,1249,0,165,1414,1414,917,0,2331,1003,192,63,0,0,0,0,0
907203010,120.0,9560,0.0,360,0,504,864,864,0,0,864,288,0,0,0,0,0,0,0
535305180,66.0,8923,0.0,643,0,365,1008,1008,0,0,1008,240,0,18,0,0,0,0,0
903230110,60.0,5520,0.0,68,0,497,565,565,651,0,1216,355,0,0,180,0,0,0,0
528458140,112.0,12606,120.0,0,0,1530,1530,1530,0,0,1530,984,212,136,0,0,0,0,0
907200190,59.0,8660,113.0,502,0,513,1015,1025,0,0,1025,370,127,0,0,0,0,0,0
527106150,59.0,9042,0.0,828,0,115,943,943,695,0,1638,472,100,38,0,0,0,0,0
905107250,86.0,11227,0.0,267,453,0,720,720,720,0,1440,480,192,38,0,0,0,0,0
535101020,75.0,11380,216.0,944,0,136,1080,1128,0,0,1128,315,238,0,0,0,0,0,1500
533213120,24.0,2280,216.0,550,0,194,744,757,792,0,1549,440,0,32,0,0,0,0,0
909281080,78.0,10452,371.0,426,252,850,1528,1225,908,0,2133,312,0,0,86,0,0,0,0
528427040,75.0,9910,0.0,0,0,1369,1369,1369,0,0,1369,605,0,203,0,0,0,0,0
531375040,63.0,13072,0.0,0,0,1114,1114,1114,0,0,1114,576,248,102,0,0,0,0,0
528174020,34.0,3901,182.0,866,0,436,1302,1302,0,0,1302,631,110,50,0,0,0,0,0
923276180,65.0,11625,0.0,596,0,220,816,816,0,0,816,264,330,0,0,0,0,0,0
534176060,78.0,9360,0.0,982,0,179,1161,1381,0,0,1381,676,0,0,0,0,0,0,0
534430080,68.0,9717,0.0,49,1029,0,1078,1078,0,0,1078,240,366,0,112,0,0,0,0
903484020,60.0,10320,0.0,0,0,756,756,756,713,0,1469,216,57,0,239,0,0,0,0
527226020,60.0,31220,0.0,0,0,1632,1632,1474,0,0,1474,495,0,0,144,0,0,0,750
908250040,57.0,8050,0.0,0,0,0,0,929,208,0,1137,0,0,0,0,0,0,0,0
902109140,60.0,7596,360.0,0,0,960,960,960,1000,0,1960,400,0,0,0,0,0,0,0
903427120,57.0,8094,0.0,0,0,1048,1048,1048,720,0,1768,576,0,0,150,0,0,0,0
907200290,57.0,10900,153.0,378,0,311,689,689,703,0,1392,299,0,36,0,0,0,0,450
911226030,60.0,9000,0.0,0,0,592,592,432,432,0,864,216,0,30,160,0,0,0,0
533254050,110.0,15417,0.0,121,0,1619,1740,1740,0,0,1740,540,228,20,218,0,0,0,0
907412010,89.0,11645,0.0,0,0,860,860,860,860,0,1720,565,0,70,0,0,0,0,0
905451390,70.0,10512,0.0,491,0,497,988,988,638,0,1626,332,366,0,0,0,0,0,0
903476110,60.0,5586,0.0,0,0,901,901,1088,110,0,1198,0,0,98,0,0,0,0,0
527452310,68.0,7838,0.0,769,0,95,864,900,0,0,900,288,175,144,0,0,0,0,0
535378020,52.0,9022,0.0,0,0,768,768,792,0,0,792,240,316,0,120,0,0,0,0
535150210,52.0,7390,151.0,902,0,196,1098,1098,0,0,1098,260,0,0,0,0,0,0,0
923228270,21.0,1900,0.0,0,0,546,546,546,546,0,1092,0,0,0,0,0,0,0,0
535151020,73.0,8760,0.0,873,0,63,936,936,0,0,936,315,0,0,0,219,0,0,0
906203140,103.0,13125,0.0,48,634,422,1104,912,1215,0,2127,833,72,192,224,0,0,0,0
907255020,103.0,9240,396.0,0,0,1055,1055,1055,1208,0,2263,905,0,45,0,0,189,0,0
907295020,75.0,13125,215.0,994,0,484,1478,1493,0,0,1493,508,140,39,0,0,0,0,0
908275130,70.0,11767,0.0,352,0,416,768,768,432,0,1200,240,0,0,0,0,0,0,0
535155110,80.0,9250,0.0,480,468,108,1056,1056,0,0,1056,260,390,0,0,0,0,0,0
528110020,105.0,13693,472.0,2288,0,342,2630,2674,0,0,2674,762,360,50,0,0,0,0,0
528180130,48.0,6472,500.0,0,0,1451,1451,1456,0,0,1456,539,192,42,0,0,0,0,0
528431060,78.0,10206,468.0,33,0,1530,1563,1563,0,0,1563,758,144,99,0,0,0,0,0
531375120,66.0,13695,0.0,814,0,300,1114,1114,0,0,1114,576,0,78,0,0,0,0,0
528228285,43.0,3203,14.0,16,0,1129,1145,1145,0,0,1145,437,100,116,0,0,0,0,0
527365010,75.0,9512,0.0,788,0,172,960,960,1358,0,2318,541,0,246,0,0,0,0,0
907412040,75.0,9750,50.0,24,0,1421,1445,1445,0,0,1445,470,0,35,0,0,0,0,0
528320050,160.0,15623,0.0,2096,0,300,2396,2411,2065,0,4476,813,171,78,0,0,0,555,0
907135170,60.0,8072,0.0,746,0,244,990,990,0,0,990,480,0,64,0,0,0,0,0
905427140,78.0,11679,96.0,612,1164,0,1776,1560,0,0,1560,528,453,253,144,0,0,0,0
533212120,24.0,2544,0.0,0,0,600,600,520,623,80,1223,480,0,166,0,0,0,0,0
527164120,24.0,10832,0.0,0,0,712,712,1086,809,0,1895,409,143,46,0,0,0,0,500
535402220,77.0,9786,0.0,600,0,312,912,1085,649,0,1734,440,0,0,0,0,128,0,0
535382150,60.0,5400,0.0,0,0,691,691,691,0,0,691,216,0,20,94,0,0,0,0
905108120,75.0,8235,99.0,483,0,1466,1949,1949,0,0,1949,586,32,0,0,0,0,0,0
923228310,21.0,1894,0.0,252,0,294,546,546,546,0,1092,286,0,24,0,0,0,0,0
535453180,70.0,7903,0.0,739,0,503,1242,1242,0,0,1242,324,0,0,0,0,0,0,0
909250030,51.0,9839,0.0,0,0,894,894,894,772,0,1666,0,0,156,0,0,0,0,0
534252270,51.0,9900,342.0,552,0,280,832,1098,880,0,1978,486,0,43,0,0,0,0,0
532477040,75.0,17542,0.0,125,1031,36,1192,1516,651,0,2167,518,220,47,0,0,0,0,0
528222020,75.0,9073,0.0,0,0,738,738,738,754,0,1492,440,100,32,0,0,0,0,0
527376100,78.0,10140,174.0,0,0,1064,1064,1350,0,0,1350,478,0,0,0,0,0,0,0
905480030,60.0,9060,0.0,204,0,356,560,698,560,0,1258,280,0,0,0,0,0,0,0
528250020,60.0,8965,0.0,652,0,130,782,806,683,0,1489,400,0,75,0,0,0,0,0
903206120,63.0,7793,0.0,474,0,634,1108,1160,908,0,2068,315,0,0,60,0,0,0,0
532353020,63.0,9750,0.0,68,884,28,980,980,0,0,980,400,0,28,0,0,0,0,0
908250030,74.0,10206,0.0,0,0,0,0,944,0,0,944,528,0,0,0,0,0,0,0
527376110,78.0,10140,0.0,194,0,638,832,832,832,0,1664,528,0,28,0,0,259,0,0
923225390,31.0,2394,0.0,915,0,30,945,945,0,0,945,253,174,0,56,0,108,0,0
903425420,55.0,10267,0.0,210,606,0,816,838,0,0,838,275,0,0,112,0,0,0,0
532377020,60.0,6360,0.0,489,0,375,864,864,0,0,864,276,0,0,0,0,0,0,650
528218050,65.0,10237,0.0,0,0,783,783,783,701,0,1484,393,0,72,0,0,0,0,0
914452120,65.0,7540,0.0,773,0,115,888,912,0,0,912,470,0,0,0,0,192,0,0
528435020,80.0,9428,310.0,729,0,226,955,955,919,0,1874,880,168,108,0,0,0,0,0
909256010,84.0,10164,0.0,646,0,346,992,992,473,0,1465,240,0,126,0,0,0,0,0
905225040,85.0,13825,0.0,0,0,533,533,1021,580,0,1601,300,280,34,0,0,0,0,0
535325130,55.0,7700,0.0,271,0,30,301,1145,0,0,1145,684,0,0,0,0,0,0,0
528344070,60.0,17433,114.0,0,0,1629,1629,1645,830,0,2475,962,23,172,0,0,256,0,0
902325100,70.0,6300,0.0,0,0,1226,1226,1226,878,0,2104,432,0,341,88,0,0,0,0
905103180,80.0,10366,0.0,456,0,456,912,934,0,0,934,336,77,0,0,0,0,0,500
531450170,76.0,9291,120.0,426,0,406,832,832,878,0,1710,506,144,70,0,0,0,0,0
903475100,76.0,5775,0.0,0,0,483,483,741,686,0,1427,379,0,24,112,0,0,0,0
535451210,60.0,7200,0.0,0,0,0,0,1040,0,0,1040,420,0,29,0,0,0,0,0
527455100,24.0,2179,0.0,70,0,785,855,855,601,0,1456,460,0,28,0,0,0,0,0
905452120,50.0,9360,216.0,324,0,297,621,621,648,0,1269,280,0,236,0,0,0,0,0
528181080,44.0,6442,178.0,24,0,1346,1370,1370,0,0,1370,484,120,49,0,0,0,0,0
528427070,86.0,14598,74.0,0,0,894,894,894,1039,0,1933,668,100,18,0,0,0,0,0
527161090,86.0,8637,0.0,871,0,52,923,947,767,0,1714,451,256,48,0,0,0,0,0
534250410,76.0,9120,270.0,442,0,459,901,943,933,0,1876,540,0,69,0,0,0,0,0
909100150,67.0,5142,0.0,224,0,725,949,949,343,0,1292,205,0,0,183,0,0,0,0
916176125,150.0,215245,0.0,1236,820,80,2136,2036,0,0,2036,513,0,0,0,0,0,0,0
533215070,35.0,4109,260.0,1141,0,416,1557,1557,0,0,1557,484,124,113,0,0,0,0,0
531450030,75.0,8285,0.0,397,0,439,836,844,893,0,1737,506,192,85,0,0,0,0,0
905202190,75.0,20355,123.0,810,826,229,1865,1830,0,0,1830,521,0,115,168,0,0,0,0
902110080,60.0,3378,0.0,0,0,651,651,707,682,0,1389,240,0,0,126,0,0,0,0
903481130,86.0,5160,0.0,749,63,46,858,892,0,0,892,0,0,0,105,0,160,0,0
535453080,86.0,7500,0.0,574,0,466,1040,1040,0,0,1040,286,0,0,0,0,0,0,0
533223010,35.0,3735,218.0,450,0,241,691,713,739,0,1452,506,0,34,0,0,0,0,0
535377090,64.0,6979,0.0,1056,0,0,1056,1056,0,0,1056,576,264,56,0,0,0,0,600
535475020,71.0,7056,415.0,400,0,380,780,983,813,0,1796,483,0,50,0,0,0,0,0
528221070,122.0,11911,0.0,0,0,684,684,684,876,0,1560,400,100,38,0,0,0,0,0
909176150,122.0,7890,0.0,238,0,618,856,856,0,0,856,399,0,0,0,0,166,0,0
535383110,60.0,10800,0.0,0,0,720,720,846,0,0,846,576,0,0,0,0,0,0,0
907260010,60.0,11250,0.0,0,0,1128,1128,1149,1141,0,2290,779,0,0,0,0,0,0,0
528445020,70.0,9605,0.0,0,0,982,982,982,995,0,1977,574,240,53,0,0,0,0,0
909277090,80.0,14680,0.0,793,0,480,1273,1273,0,0,1273,307,483,0,0,0,115,0,0
528354050,79.0,10208,921.0,0,0,1264,1264,1277,1067,0,2344,889,220,0,0,0,0,0,0
905426030,85.0,19550,0.0,1035,0,545,1580,1518,0,0,1518,0,0,39,0,0,0,0,0
923226320,21.0,1491,0.0,150,480,0,630,630,0,0,630,0,96,24,0,0,0,0,0
902102100,60.0,4800,771.0,48,0,661,709,1157,687,0,1844,240,84,0,0,0,0,0,0
908275200,60.0,8172,0.0,544,0,224,768,768,0,0,768,355,0,0,196,0,0,0,0
535150300,174.0,25419,0.0,1036,184,140,1360,1360,1360,392,3112,795,0,16,552,0,0,512,0
527107030,174.0,13031,0.0,592,0,99,691,691,807,0,1498,409,315,44,0,0,0,0,0
902111010,50.0,5633,0.0,0,0,844,844,844,0,0,844,216,50,81,123,0,0,0,0
528102140,110.0,14257,726.0,1360,0,416,1776,1794,978,0,2772,754,135,64,0,0,0,0,0
528429120,49.0,20896,0.0,1721,0,356,2077,2097,0,0,2097,1134,192,267,0,0,0,0,0
533208010,47.0,4230,0.0,0,0,1352,1352,1352,0,0,1352,466,0,241,0,0,0,0,0
907290260,120.0,15611,0.0,0,0,1079,1079,1079,840,0,1919,685,0,51,0,0,0,0,0
527301280,120.0,10960,0.0,256,0,1028,1284,1284,0,0,1284,480,0,0,192,0,0,0,0
528168040,93.0,11999,340.0,0,0,1181,1181,1234,1140,0,2374,656,104,100,0,0,0,0,0
908178050,90.0,11060,0.0,0,0,1150,1150,1164,1150,0,2314,502,0,274,0,0,0,0,0
921128020,89.0,13214,0.0,0,0,2002,2002,2018,0,0,2018,746,144,76,0,0,0,0,0
906380040,66.0,10235,306.0,0,0,1643,1643,1651,0,0,1651,870,192,64,0,0,0,0,0
526302110,74.0,13008,0.0,564,0,318,882,882,0,0,882,502,0,0,0,0,0,0,0
534275060,60.0,7436,0.0,734,0,160,894,894,0,0,894,396,0,0,0,360,0,0,0
528290120,60.0,8123,16.0,0,0,982,982,1007,793,0,1800,463,100,63,0,0,0,0,0
528186120,68.0,7820,362.0,0,0,1869,1869,1869,0,0,1869,617,210,54,0,0,0,0,0
911370450,59.0,5568,473.0,1573,0,0,1573,1625,0,0,1625,495,123,0,0,0,153,0,0
909175030,60.0,8400,0.0,388,0,552,940,1192,403,0,1595,240,0,0,108,0,0,0,0
906223210,80.0,9828,0.0,584,0,544,1128,1142,878,0,2020,466,0,155,0,0,0,0,0
528482130,75.0,9375,0.0,0,0,912,912,912,1182,0,2094,615,182,182,0,0,0,0,0
916403010,130.0,11457,0.0,1005,0,387,1392,1412,0,0,1412,576,0,0,169,0,0,0,0
903231220,51.0,6120,0.0,347,0,381,728,728,434,0,1162,258,0,24,0,0,0,0,0
902104060,55.0,8800,0.0,0,0,576,576,792,348,0,1140,0,0,160,0,0,0,0,0
528170040,56.0,20431,870.0,1410,0,438,1848,1848,880,0,2728,706,0,0,0,0,0,0,0
906223080,85.0,10560,0.0,474,0,605,1079,1079,800,0,1879,473,400,100,144,0,0,0,0
916326090,149.0,19958,1224.0,0,0,585,585,2279,0,0,2279,461,274,0,0,0,138,0,0
528235000,87.0,11084,0.0,192,0,192,384,744,630,0,1374,400,100,0,0,0,0,0,0
903453050,60.0,10266,0.0,372,0,396,768,768,768,0,1536,308,0,216,80,0,0,0,0
527450150,21.0,1890,285.0,356,0,316,672,672,546,0,1218,264,144,28,0,0,0,0,0
905403150,85.0,10452,216.0,500,0,594,1094,1094,0,0,1094,495,0,0,0,0,287,0,0
527108090,168.0,23257,0.0,0,0,868,868,887,1134,0,2021,422,0,100,0,0,0,0,0
535475010,76.0,7570,420.0,0,0,780,780,993,813,0,1806,483,0,55,0,0,0,0,0
535152250,70.0,8400,0.0,922,0,392,1314,1314,0,0,1314,294,250,0,0,0,0,0,0
906223060,75.0,9317,137.0,513,0,227,740,1006,769,0,1775,425,234,72,192,0,0,0,0
534403100,82.0,9020,259.0,624,336,288,1248,1350,0,0,1350,520,176,0,0,0,0,0,0
908186090,35.0,3675,82.0,547,0,0,547,1072,0,0,1072,525,0,44,0,0,0,0,0
902332030,60.0,7200,0.0,1046,0,168,1214,1260,1031,0,2291,506,0,0,0,0,99,0,0
528480150,65.0,8125,0.0,0,0,770,770,778,798,0,1576,614,0,50,0,0,0,0,0
902329090,60.0,7200,0.0,0,0,596,596,998,764,0,1762,576,36,0,221,0,0,0,0
909282030,60.0,14100,632.0,192,0,536,728,1968,1479,0,3447,1014,314,12,0,0,0,0,0
527405130,60.0,7038,0.0,726,0,138,864,864,0,0,864,576,210,0,0,0,0,0,0
908127050,73.0,16133,0.0,847,0,329,1176,1176,0,0,1176,360,0,92,0,0,112,0,0
907290140,36.0,4435,170.0,659,0,189,848,848,0,0,848,420,140,0,0,0,0,0,0
