id,saleprice
535402220,1.4169579407617388e+51
535382150,5.820891629789226e+33
905108120,5.726573967749529e+57
923228310,3.984362219466871e+16
535453180,9.021352459187406e+49
909250030,2.715124816912581e+59
534252270,7.695277214926368e+50
532477040,6.411049249452374e+85
528222020,2.588444719776863e+46
527376100,2.7927269754616065e+54
905480030,2.403483849803396e+45
528250020,5.983561400803697e+47
903206120,6.194788892584747e+47
532353020,6.759380554868744e+52
908250030,1.6807025390095292e+38
527376110,4.935598498954018e+50
923225390,3.956646566897434e+24
903425420,8.008917820551473e+53
532377020,1.0144181961675619e+39
528218050,6.863870685725988e+52
914452120,2.7261795929570655e+41
528435020,1.8632944730812547e+46
909256010,2.3152220469107153e+58
905225040,1.8057038594423749e+64
535325130,3.1168132375584065e+30
528344070,1.3538725409181256e+87
902325100,6.635975614558114e+46
905103180,7.890880200625557e+54
531450170,2.0603661545010395e+48
903475100,1.641321147819752e+30
535451210,2.1313826586834623e+28
527455100,8.020211570922011e+19
905452120,1.2369711315251701e+51
528181080,5.126000634403375e+44
528427070,2.0267443452714542e+67
527161090,2.4260909961265287e+47
534250410,2.063446536646644e+48
909100150,1.9827347166928064e+36
916176125,inf
533215070,1.247098930692102e+39
531450030,3.0398192701610174e+44
905202190,3.6646843520601806e+107
902110080,5.258830037834492e+24
903481130,1.2519272788354293e+38
535453080,1.168754713236438e+46
533223010,4.733620597000473e+23
535377090,5.637102945806504e+40
535475020,1.1855363270755719e+39
528221070,4.8753011307076616e+57
909176150,2.954067888883272e+43
535383110,1.4980646519326128e+50
907260010,2.3304319784879447e+55
528445020,2.457582777592511e+50
909277090,4.728268342012484e+77
528354050,6.592422499440765e+52
905426030,1.7521388203224661e+106
923226320,2.0607592101570825e+20
902102100,1.1457016374891668e+32
908275200,4.1608547803717567e+43
535150300,8.987603594508142e+109
527107030,2.3804214756608343e+62
902111010,5.058206638072124e+37
528102140,1.503376577998463e+79
528429120,9.57868440943494e+105
533208010,2.0562157041038236e+38
907290260,2.011769164393006e+74
527301280,5.918642575081928e+60
528168040,8.535360931441966e+62
908178050,6.476563495427703e+62
921128020,2.4275927897404444e+77
906380040,4.4129097178629113e+58
526302110,3.947587297089642e+62
534275060,9.800288160141518e+41
528290120,1.3010350218808228e+46
528186120,7.132642616032123e+55
911370450,5.654460921385841e+43
909175030,5.602167826925319e+48
906223210,2.6705913442089533e+56
528482130,6.022487018244648e+49
916403010,9.639488960550373e+62
903231220,4.1018267980445e+36
902104060,5.075127099468781e+50
528170040,3.030248099511082e+104
906223080,5.8888494499986566e+57
916326090,3.540778285310925e+88
528235000,3.667345215354529e+49
903453050,7.310537547411571e+55
527450150,1.668763517395497e+19
905403150,6.784606425211957e+55
527108090,2.108177897672561e+106
535475010,1.487808549105091e+41
535152250,2.256561317366357e+53
906223060,2.519467414390133e+48
534403100,1.3081368406284209e+52
908186090,8.812263534112767e+20
902332030,1.0311000242679972e+44
528480150,7.090564126542729e+40
902329090,2.6810844680619005e+34
909282030,5.536612347271625e+58
527405130,2.7020134570030167e+37
908127050,3.4952424089337757e+82
907290140,1.6794169707146314e+29
533251130,1.708630286079535e+83
535451230,2.460178595577674e+28
535150240,2.777674728556453e+50
527108040,1.911060088770945e+50
909131170,3.9143347526286466e+57
923400150,1.8281892722715854e+62
902301150,1.6031132839745394e+42
903228080,2.970136501101373e+33
528390210,2.714825388583243e+133
909281010,9.377574103271396e+79
527450210,3.2196557003394756e+16
531479020,1.1578582443247249e+47
905451320,1.844821254773755e+51
535402180,5.839293829917996e+49
532351150,2.9206235963263264e+33
923228390,1.7959293961811894e+16
535457050,9.265851031768196e+28
905201090,3.5290092908530384e+70
907425010,2.0861935465512537e+29
906394060,2.955179355672466e+46
528385050,5.255875098351103e+49
916455120,4.581220383792731e+65
909275040,4.971588548268598e+49
909275020,2.1211470103689614e+41
528180120,1.98770795048735e+54
532353130,5.779619248190486e+40
903234090,1.2905838130719213e+39
902105130,1.7830880891444096e+30
905200160,6.364046677013527e+55
916125425,inf
906380180,1.2867765795564894e+42
904301100,1.5498878908023023e+60
532378050,3.551455979351161e+67
909426060,8.978783261501537e+79
527127150,8.14260047165586e+35
528429070,1.712665360584442e+72
528222010,9.408750321455431e+58
909177100,9.332651971318989e+33
527258010,1.6086582056637238e+66
528120060,1.2271472304840464e+67
527131110,4.596592771058302e+46
528294070,3.1686168843700905e+48
534451110,3.858676824154935e+38
903232170,8.825041609747023e+29
905476120,2.3767515546536974e+47
909176140,2.5885313901508e+35
528120090,3.2342589711598996e+67
907227080,1.5993680637248398e+38
527452060,1.5864596030568238e+33
535403280,2.550565917757564e+43
528228550,2.664606569410559e+27
903456110,9.817787517451188e+53
534479240,4.245473575402554e+50
535302120,3.214348751104807e+63
527165010,2.1967070410596654e+68
534478140,7.617602305050916e+58
533253030,2.4433925865190106e+32
903481010,3.0522235951675066e+44
909254070,8.874723760246065e+43
902207170,8.528479990102572e+43
535353160,7.965582791291718e+74
535450220,7.617071026172303e+65
533253060,1.0629917726746749e+27
923229140,7.797950255905325e+148
902134120,8.023228430187825e+56
535450070,3.142272252329319e+58
907185060,3.956059766709915e+45
533130160,2.588866518630237e+60
533244030,1.3782885249329904e+43
527107120,2.556648781127722e+51
527455270,4.404233327035375e+51
528290010,3.7922446072207937e+73
905103130,1.3980524981220609e+59
903476090,1.05608659943139e+46
908152110,3.6158588212516223e+37
527451380,2.491029726771234e+18
528429130,1.0880064490064055e+64
905402110,1.7089115574258802e+49
535425010,1.0992682716915695e+53
902406070,3.0692786186064915e+45
907181100,7.241492567927054e+52
914465020,7.498403259766997e+53
910200040,2.806071894472761e+50
534479130,1.9940297805667478e+51
923251160,1.0765241780401381e+130
904300150,8.003804345612985e+54
534278230,3.567959452604811e+61
907412090,5.676936425738239e+60
911370460,7.098620880002781e+39
917425190,2.6140820377406816e+157
909425180,2.3838493615030405e+69
916460110,6.08596820792776e+49
902207080,1.5114688973640427e+43
535402010,3.4691431479464356e+49
527450520,1033548020990379.8
903400040,4.693878881049559e+62
528327010,2.19982359414345e+55
905104030,1.219377703606504e+47
921126010,2.2623099983743975e+81
909254090,1.6977906431200327e+49
911370540,4.970047982993924e+37
528253010,3.382256573095518e+36
905476230,9.184608058406044e+34
909252110,1.2388076616217316e+75
903475060,2.5429664094846378e+54
528138010,3.847418570267211e+73
528106060,2.813848695452125e+66
907285080,2.2993551650473428e+48
906475100,8.514821692424626e+61
535382020,2.8220343491408363e+54
909254050,8.788122747591773e+44
923251080,4.2134621856214825e+122
902103150,1.7833151357516535e+47
527451330,1963299234840192.0
528435040,5.789672045675365e+58
531453040,1.953773227567228e+42
535450100,1.2019762921654096e+58
906385010,2.984229571756037e+54
902331010,5.196019235270599e+27
907420050,4.905724410786672e+51
527107240,6.1736311396056485e+56
905108190,2.0585155880610077e+38
911226010,1.5378756269623488e+72
527225035,2.0466590637584372e+55
527302210,7.881993817599654e+80
909278020,5.346732423356226e+43
528120020,2.499572040168223e+62
535452120,2.7821895825499265e+46
535453040,4.351819407082598e+47
904352190,1.6956203570990425e+37
907262050,1.0911923209206953e+49
528172020,1.1766703583187969e+55
535305030,1.5290560937232422e+36
902202070,4.794452811939341e+33
535456070,1.268665072368087e+38
527353060,8.396835663555885e+64
535327230,2.2597498078260855e+37
907285040,2.88923622022763e+56
528344100,3.0796334262501852e+63
904100160,1.2958213808979514e+96
916403130,4.751953524155914e+57
527425060,1.517552560492376e+51
905200290,1.3654240101173088e+67
905401020,1.6779990497079689e+68
535325350,2.2224871550670854e+70
535355020,5.281572604161603e+85
903225160,2.324354330279583e+35
907196020,3.5495305641090306e+71
528108140,3.346289569111417e+71
533253070,1.684231433596429e+32
907405140,5.720041932458482e+44
914478020,3.326887430547584e+48
907280100,4.172505021546997e+64
908102050,1.5501835831926748e+34
535303110,5.417214884002698e+48
535354050,2.1653879611283233e+47
528240150,2.40271835098616e+52
909103020,2.4342027509627082e+55
528118010,3.1169103654292153e+69
528181040,6.985065348177806e+45
534127270,1.296275146002846e+54
533223110,2.7768852025767157e+24
535126100,3.1586729588702526e+71
531452180,1.1358588839268013e+52
534202030,1.4645440677110094e+61
910201130,1.0240745970340794e+36
533252020,2.1622764413214405e+60
527328010,2.3677142690989494e+53
905325020,1.262490821929538e+120
902402260,1.3147877969387519e+55
903225150,1.1603029059350597e+33
528354110,1.2080788962206818e+62
907227060,1.2996723135700644e+38
535103050,7.78291388001298e+66
528435050,3.806163178545643e+59
528175010,9.772394177765331e+43
903234100,4.75188892775189e+36
528480100,3.672546413313058e+40
527368010,6.794681066816724e+45
907280170,3.9332008498202285e+53
535151100,5.478983662522505e+42
906420020,3.480581067126522e+53
908204090,7.83689709967918e+38
909451100,3674585938306.2515
535152060,3.907778618445804e+48
535477060,2.9707065061027193e+40
528351010,7.850986176787002e+116
903458060,9.849461753021078e+34
528235160,1.129676289061046e+59
906426210,1.021835046768283e+88
907253110,1.5129589176641666e+58
531452050,5.126598111184075e+40
923275200,2.2455691955704702e+46
531453140,5.798063515874039e+46
906382030,1.1255463089070556e+62
527163130,3.4240952476967185e+45
905105040,5.4539060189116396e+48
906201023,4.987765371869446e+59
533242030,1.7840623715744388e+52
535302080,4.684271200157982e+56
527356050,2.088085690496093e+53
531477050,4.871713947271535e+49
528218030,1.971333484105251e+59
905475500,6.608205897282824e+46
527106010,1.2283721386526882e+62
923228130,1.5404064444157208e+20
527162080,2.155778372620322e+41
909276160,3.359913187539515e+62
534401190,6.530174888456417e+52
907425035,2.6206787453839836e+29
527325240,1.198841056696363e+69
533213020,1.7953361822443263e+32
910200060,1.6231553539475794e+38
902106060,4.808105288019198e+43
906382040,3.273413092723617e+53
903236130,1.8549221469561584e+48
534128010,8.458278109731665e+58
528138030,2.0698304005858557e+60
528228415,1.0579702896347734e+32
904302260,7.69799583789218e+61
903227070,4.894772178827509e+38
924100020,1.237177293653447e+56
908152035,1.0207410059865677e+58
528221060,1.9432385547625844e+61
533254110,1.45070337582509e+43
528231030,1.2210490205153229e+76
531452140,1.5766404900669517e+47
906392090,2.590095765191138e+78
907202080,9.94660448677164e+40
909281130,5.142619126461628e+54
903205040,4.980409671331157e+52
923225190,517900659358608.25
528458120,1.1762803386638667e+43
905378040,3.54770784207625e+86
527450080,1.1893125033315058e+19
527357110,3.679039998317577e+47
534204030,3.251068213671402e+42
902205070,4.8700808527303394e+35
535179020,7.128464048508261e+57
534402060,1.0707380997004788e+59
533241010,1.618474814700258e+46
906340120,1.3644813686464926e+58
533110130,1.31353545238087e+83
903232060,4.93793281951261e+39
903231010,4.32249623672482e+34
1007100110,1.5646405789651575e+236
534201130,5.103028483113387e+52
528228345,5.267969594950758e+32
528106050,2.4524886516490726e+74
533253050,1.938162778509419e+29
908102130,2.5053736422560246e+44
902301030,8.138784854741884e+49
535383060,5.391681217919054e+33
527455090,8.005801804734263e+20
528221040,4.804235657050053e+49
527378010,7.292936789484296e+55
906385020,2.1793155921672567e+44
909175050,1.2823260846964215e+40
903454090,5.988483933240095e+46
923228210,2.166759649393537e+19
909425085,1.0100594972912826e+61
907125040,8.011507754740299e+65
527427160,2.313126615785755e+34
906477110,7.150652947146814e+48
527402380,7.094047450934316e+50
923228110,6840626137146239.0
923203010,2.4374859028376092e+39
906204140,2.846692732371676e+55
528150120,3.235127019019176e+60
907290020,2.2771596506639686e+54
535301080,1.72595258447486e+58
527451520,865564308876148.5
528108150,6.057889484191329e+67
903233030,1.0723881656434103e+35
528315060,1.5430104710414717e+57
903232030,9.985969012241557e+27
906475070,4.057753983860867e+126
528431080,9.207777784452197e+67
903476100,1.8175279674988525e+32
905476225,2.072306420053401e+33
527453050,3.975797959599691e+19
902128100,5.2298789331508765e+25
909282110,1.2863715639628406e+68
527404100,5.093611338718272e+53
533208080,1.3060348469591795e+22
907130060,2.9870942379078254e+60
534202180,1.2437567162639552e+53
527452150,1.402569105566706e+31
907200110,8.440256149075968e+50
531375090,6.988354184395442e+73
533213010,1.9270808588999684e+41
535455080,2.7212427692697548e+38
909254010,1.095463514704107e+41
923205015,1.0938618795369204e+62
535325090,9.364418515187501e+48
908203090,5.015058669278194e+38
907125090,6.1352603638440355e+53
535176100,7.696534531684756e+71
910200080,1.1930847494230536e+43
534128050,1.1021436855039302e+60
907290240,2.2642640703636097e+29
905225020,2.5569726654922112e+81
902102080,6.420648010724716e+46
535380140,9.196089321846023e+39
923227100,8.576987224539728e+69
527108060,2.2166330290563545e+74
902106120,4.625832201092363e+36
534403420,2.485416814208955e+63
535153150,3.8012574159956107e+53
532354090,9.571716896922204e+59
532376040,1.7006519045622503e+40
906380060,2.937192479462393e+73
534102025,1.6208103011747287e+52
902105050,2.582136819363333e+64
923230120,2.6702457329639953e+43
535105030,5.504635251859734e+46
903401050,9.97871172169217e+50
916475040,7.985809471685124e+80
534128020,2.528246385849836e+56
902306120,2.7422484832128405e+38
923277040,4.39803992330973e+31
903450110,2.1456445648543653e+43
528102050,3.9809827733300257e+71
903232100,3.9514137946255394e+40
907265010,4.639065935153382e+55
907200130,2.8457555357877734e+58
527327080,2.9622843360487127e+85
528228580,1.0889702161342312e+32
909250160,3.1039114995026206e+55
902204060,4.1439022942127504e+34
527404120,7.186631968405421e+43
905453040,1.0452872684144416e+58
909129090,6.454717802221134e+38
908226120,1.225295004156202e+62
906340090,6.716654766800567e+53
907175080,1.626004327073755e+54
909275160,3.193563869173392e+52
535454150,1.7215057204373116e+40
903231060,1.2333654011893652e+33
528222040,6.8451924634829e+54
907270050,3.330653900197997e+55
908204180,5.7037736359425216e+32
528250100,1.5279704425543645e+36
906392070,2.1408943230750343e+43
906226070,2.8260960824095775e+27
535451250,6.974396413539085e+47
532376170,1.615157560896541e+47
902107030,1.9806708257246394e+35
531477040,1.6266511378099263e+30
907410020,1.4078509604496813e+41
534275220,3.138098286109271e+49
527127100,6.456145382923608e+58
531375060,1.3720910157069717e+74
909426080,9.677820150647285e+75
909250060,2.658801549168046e+50
907227030,3.5280188506095675e+74
909101070,1.474484522104002e+47
916386080,1.0118815455186621e+44
533221110,6.097532706046239e+23
908188130,1.9228408742999362e+24
527359030,1.6396540220818862e+61
534429130,1.7903063701122546e+62
902102060,3.053396366009676e+47
916380070,2.0423283235724437e+67
905108220,4.589221660132302e+44
528480090,1.0367835117071345e+62
916384150,1.5005908086131138e+62
534127140,2.037817920874443e+47
910203230,2.1326888718407773e+38
907252020,2.3291850187095495e+53
533223020,1.7976838544186847e+19
908186040,5.339761749767586e+20
528292040,7.9824655843382e+109
535457090,4.634293795818408e+45
535376090,1.279784915460838e+34
903236200,6.314127056537315e+40
527402060,5.37109616840009e+52
534451080,2.6838471349719884e+27
535380010,9.644369573454651e+35
907401060,6.010559620506027e+44
902103120,9.534095111152107e+55
528387050,4.406069597182742e+61
535300120,5.616726310903063e+89
527328020,1.0250639318941708e+54
906200230,1.0029638615467796e+112
534127230,9.835162840179977e+66
527325160,1.7051552427350567e+79
528118030,3.626766545589684e+76
906380110,5.389649845905705e+56
534431050,9.693433390041064e+54
909250230,2.6437416400877443e+43
923251180,4.01151882606327e+94
907250050,1.569894144717508e+63
528458030,4.6943020463546425e+52
533206020,9.194663840826253e+28
533135020,3.991556142332056e+60
903206070,7.250657734749942e+44
923400125,2.568276131334653e+60
535350030,4.717977954551868e+54
905478030,4.7981352148163214e+57
923225300,1.2413451057098972e+18
909275250,1.8286778480870116e+99
907227300,1.1340330065191303e+40
528322020,1.1857367346486855e+68
534128090,3.768709802776076e+59
528294010,2.0978072409680796e+51
528429050,2.917203890545722e+65
531384070,1.8474280024318356e+58
534176230,5.574777374652657e+48
531382120,4.5303144252001685e+50
527256120,3.208054779918744e+97
909282130,9.740576591831428e+51
531379030,3.368471034366431e+44
535375010,1.840323819022297e+34
905200010,2.3764693712683087e+46
527258020,2.6661627485782265e+86
910203290,3.03112627294502e+48
905351150,1.0342628098383764e+42
527328050,4.398989460065469e+63
916382010,2.7056956232777884e+62
528142070,2.4476040889521475e+63
905452070,4.364607097715427e+54
907401090,2.05814110272002e+68
907425030,2.1272937851152814e+29
908152270,8.11683000843836e+43
531475220,3.770531386488707e+29
526350040,5.966655279182866e+53
533251110,1.6932560271945071e+75
526353030,5.467844379010862e+72
923229010,4.194837995374699e+57
534479320,4.804412490684084e+52
535325290,3.387462405281998e+51
528120120,1.9435118148831356e+67
528490040,2.3939916338871893e+55
902300090,2.5731609418289293e+33
534476100,8.084871490518199e+54
527402210,2.696281048744625e+80
903225140,2.1605601752347924e+31
905425125,2.646367117841515e+195
916225130,6.076320591110742e+118
533236050,3.346241643517112e+23
534477270,7.472477088757819e+52
535325460,2.637301964420592e+92
907412070,3.367690309280488e+54
528478030,2.575890753959916e+50
907201060,2.4793386730495264e+48
527451650,2.1995082537321155e+17
528326030,4.1790996263442037e+68
914460020,2.9484422456071576e+57
527326040,1.5992042885580558e+65
534431030,1.5705164757622775e+54
528106120,9.055548142699435e+80
902205020,1.5636473016836696e+33
528458040,2.572953189376214e+52
528280130,6.459672587026897e+53
907252060,1.1096056669499676e+64
914476050,1.364375909893277e+54
526302120,8.746034502743873e+61
923400025,4.1863617275112876e+66
902202090,8.724527205404898e+41
534128100,7.038869500755045e+61
905101450,1.7942300404983033e+50
535175180,1.7823298941826366e+61
907192130,9.527858308738804e+70
527359180,1.822121380698084e+52
908275300,7.1558145902959e+52
902206240,9.098877729001814e+47
527163070,1.0513322116081468e+49
905225090,2.4702746673089858e+75
907180050,3.493137603078506e+48
534127080,1.2205496327652488e+47
902101010,5.7394537154476235e+29
921205030,3.643555809601974e+66
528431020,4.5303718866882294e+61
902101050,5.2118927090360815e+57
527454200,1.5967289890840343e+20
534403370,2.627327158900133e+60
923204050,1.038599066196653e+112
527450220,7.44572107213347e+19
528110040,1.8967371323075212e+85
911102180,6.139929874580782e+27
908152290,1.222498374176486e+38
528186190,1.4678295149839016e+42
914475010,1.450111333796534e+52
907280040,2.793437653913936e+49
905100030,5.40255460593352e+59
909425140,5.124129903346671e+79
903426160,1.3598711331890055e+50
916477010,1.6517853153175296e+75
527107130,8.133576596272247e+39
907414070,2.873503663690599e+49
916477020,1.792575537430905e+65
527164020,2.1613729651776742e+45
528354060,3.5276788753976865e+56
535425050,1.1524995774807142e+46
534252060,3.0410863225439637e+67
526353050,8.658298892269518e+66
909277070,5.116416597043044e+51
534175140,2.9351992658775066e+60
916386180,2.0912835658035557e+56
534275170,4.286575558604553e+65
908275180,2.706568998343352e+43
909176170,5.233130406495632e+77
533221030,2.623433690635878e+19
527216010,7.5002513259457724e+81
910205020,2.938802453615421e+36
907227110,2.019701202438475e+39
534451050,1.4295540128412557e+31
905201120,3.2474266100661064e+74
906378120,2.865542096648133e+54
909451020,26044521927985.67
914465040,1.0636447210153953e+68
535153140,4.114615234407291e+55
527358200,1.6595026027009888e+57
907265030,1.0825105230434195e+51
906202040,2.278661983412422e+63
533130130,2.0121589400930884e+67
904101110,2.483922848357352e+83
533253180,7.6925155398576985e+28
909455060,9.426243037045131e+27
528144020,6.854820486723259e+57
906380130,9.052855193760537e+55
527325090,5.224672044145627e+56
535452100,8.395938719076637e+45
903458010,3.612329407742324e+43
528294050,2.4722569142427847e+36
904351040,7.316623861163633e+40
528292080,2.0263328893618522e+60
903231240,1.1090647151218132e+34
903226150,2.324784410849595e+37
528218090,7.292777274432013e+53
909251080,1.338502162868581e+45
534276010,1.0744226891935867e+45
535151040,1.1749761172888194e+53
528363070,2.7847532054950524e+55
905107320,3.5679575201558466e+55
534427010,1.487798751998209e+83
528253020,3.546237213956723e+47
528458050,9.430795190266338e+53
909428240,1.455394284697214e+89
902125120,2.3544896216619804e+53
908127040,2.590988582720447e+56
531453100,1.8274541614665136e+50
906476140,3.2823948243270783e+66
905104090,9.248286432512103e+40
533125140,3.3572200886537023e+68
902110120,1.7940231950732074e+41
533217060,1.6574963675140234e+17
916403290,4.769323519604059e+71
528477010,7.060923481595769e+79
534428100,6.240778163438818e+62
923229110,1.3557521416342483e+72
534202160,4.5781465225787226e+57
528228460,9.409579083937268e+28
535176050,1.1510966839747816e+68
907275140,2.1040246586932944e+77
528186170,2.5455788383579377e+42
909281030,5.412322690910095e+48
532351050,9.131214509639252e+50
527254070,1.3449019202458742e+67
535301060,7.081826709491387e+58
907202140,2.552380805983952e+54
534202020,5.2042015915455615e+56
534250400,5.683624236511013e+54
528188060,1.2026118762190127e+19
905325030,1.0247691978634081e+110
908102160,3.8202401290796394e+52
907131060,1.323796883388769e+48
534127260,1.6181331718410932e+66
535125010,7.814160104002535e+104
528456180,1.735081401374019e+45
909451040,9486881762646.555
907201230,2.8787694099154662e+51
923203110,2.7717350301023463e+38
534252240,2.1753344067008397e+57
535403200,1.1175230385764644e+43
535301010,1.4305397937951001e+38
905427050,3.4069237812369806e+103
902125080,6.058414834075489e+34
527132090,5.6025478594394995e+48
923226270,1.0717503174427636e+16
907192150,3.8318569674388905e+56
923275140,1.7617456917236024e+52
528142110,3.5432744459456155e+74
527427090,2.1056281258808528e+27
527451110,1.1208311226791715e+20
534400290,2.4589266053425232e+53
906226130,4.8461416340174545e+39
907260030,2.9758822192641267e+45
916460020,2.1687646327364214e+50
527182170,2.6795835264975934e+34
923276250,5.56092238928218e+44
906426090,9.201416131197424e+171
528231010,2.180881043816594e+77
527254020,8.229242493734928e+71
907401050,4.700908573490293e+53
527377110,2.0147015547852907e+47
535126140,4.805000783814672e+76
904100040,1.0349111334565713e+48
527425140,7.583684332388145e+45
535327160,2.6050031266542194e+46
