id,saleprice
908102050,inf
535303110,inf
535354050,inf
528240150,inf
909103020,inf
528118010,inf
528181040,inf
534127270,inf
533223110,inf
535126100,inf
531452180,inf
534202030,inf
910201130,inf
533252020,inf
527328010,inf
905325020,inf
902402260,inf
903225150,inf
528354110,inf
907227060,inf
535103050,inf
528435050,inf
528175010,inf
903234100,inf
528480100,inf
527368010,inf
907280170,inf
535151100,inf
906420020,inf
908204090,inf
909451100,inf
535152060,inf
535477060,inf
528351010,inf
903458060,inf
528235160,inf
906426210,inf
907253110,inf
531452050,inf
923275200,inf
531453140,inf
906382030,inf
527163130,inf
905105040,inf
906201023,inf
533242030,inf
535302080,inf
527356050,inf
531477050,inf
528218030,inf
905475500,inf
527106010,inf
923228130,inf
527162080,inf
909276160,inf
534401190,inf
907425035,inf
527325240,inf
533213020,inf
910200060,inf
902106060,inf
906382040,inf
903236130,inf
534128010,inf
528138030,inf
528228415,inf
904302260,inf
903227070,inf
924100020,inf
908152035,inf
528221060,inf
533254110,inf
528231030,inf
531452140,inf
906392090,inf
907202080,inf
909281130,inf
903205040,inf
923225190,inf
528458120,inf
905378040,inf
527450080,inf
527357110,inf
534204030,inf
902205070,inf
535179020,inf
534402060,inf
533241010,inf
906340120,inf
533110130,inf
903232060,inf
903231010,inf
1007100110,inf
534201130,inf
528228345,inf
528106050,inf
533253050,inf
908102130,inf
902301030,inf
535383060,inf
527455090,inf
528221040,inf
527378010,inf
906385020,inf
909175050,inf
903454090,inf
923228210,inf
909425085,inf
907125040,inf
527427160,inf
906477110,inf
527402380,inf
923228110,inf
923203010,inf
906204140,inf
528150120,inf
907290020,inf
535301080,inf
527451520,inf
528108150,inf
903233030,inf
528315060,inf
903232030,inf
906475070,inf
528431080,inf
903476100,inf
905476225,inf
527453050,inf
902128100,inf
909282110,inf
527404100,inf
533208080,inf
907130060,inf
534202180,inf
527452150,inf
907200110,inf
531375090,inf
533213010,inf
535455080,inf
909254010,inf
923205015,inf
535325090,inf
908203090,inf
907125090,inf
535176100,inf
910200080,inf
534128050,inf
907290240,inf
905225020,inf
902102080,inf
535380140,inf
923227100,inf
527108060,inf
902106120,inf
534403420,inf
535153150,inf
532354090,inf
532376040,inf
906380060,inf
534102025,inf
902105050,inf
923230120,inf
535105030,inf
903401050,inf
916475040,inf
534128020,inf
902306120,inf
923277040,inf
903450110,inf
528102050,inf
903232100,inf
907265010,inf
907200130,inf
527327080,inf
528228580,inf
909250160,inf
902204060,inf
527404120,inf
905453040,inf
909129090,inf
908226120,inf
906340090,inf
907175080,inf
909275160,inf
535454150,inf
903231060,inf
528222040,inf
907270050,inf
908204180,inf
528250100,inf
906392070,inf
906226070,inf
535451250,inf
532376170,inf
902107030,inf
531477040,inf
907410020,inf
534275220,inf
527127100,inf
531375060,inf
909426080,inf
909250060,inf
907227030,inf
909101070,inf
916386080,inf
533221110,inf
908188130,inf
527359030,inf
534429130,inf
902102060,inf
916380070,inf
905108220,inf
528480090,inf
916384150,inf
534127140,inf
910203230,inf
907252020,inf
533223020,inf
908186040,inf
528292040,inf
535457090,inf
535376090,inf
903236200,inf
527402060,inf
534451080,inf
535380010,inf
907401060,inf
902103120,inf
528387050,inf
535300120,inf
527328020,inf
906200230,inf
534127230,inf
527325160,inf
528118030,inf
906380110,inf
534431050,inf
909250230,inf
923251180,inf
907250050,inf
528458030,inf
533206020,inf
533135020,inf
903206070,inf
923400125,inf
535350030,inf
905478030,inf
923225300,inf
909275250,inf
907227300,inf
528322020,inf
534128090,inf
528294010,inf
528429050,inf
531384070,inf
534176230,inf
531382120,inf
527256120,inf
909282130,inf
531379030,inf
535375010,inf
905200010,inf
527258020,inf
910203290,inf
905351150,inf
527328050,inf
916382010,inf
528142070,inf
905452070,inf
907401090,inf
907425030,inf
908152270,inf
531475220,inf
526350040,inf
533251110,inf
526353030,inf
923229010,inf
534479320,inf
535325290,inf
528120120,inf
528490040,inf
902300090,inf
534476100,inf
527402210,inf
903225140,inf
905425125,inf
916225130,inf
533236050,inf
534477270,inf
535325460,inf
907412070,inf
528478030,inf
907201060,inf
527451650,inf
528326030,inf
914460020,inf
527326040,inf
534431030,inf
528106120,inf
902205020,inf
528458040,inf
528280130,inf
907252060,inf
914476050,inf
526302120,inf
923400025,inf
902202090,inf
534128100,inf
905101450,inf
535175180,inf
907192130,inf
527359180,inf
908275300,inf
902206240,inf
527163070,inf
905225090,inf
907180050,inf
534127080,inf
902101010,inf
921205030,inf
528431020,inf
902101050,inf
527454200,inf
534403370,inf
923204050,inf
527450220,inf
528110040,inf
911102180,inf
908152290,inf
528186190,inf
914475010,inf
907280040,inf
905100030,inf
909425140,inf
903426160,inf
916477010,inf
527107130,inf
907414070,inf
916477020,inf
527164020,inf
528354060,inf
535425050,inf
534252060,inf
526353050,inf
909277070,inf
534175140,inf
916386180,inf
534275170,inf
908275180,inf
909176170,inf
533221030,inf
527216010,inf
910205020,inf
907227110,inf
534451050,inf
905201120,inf
906378120,inf
909451020,inf
914465040,inf
535153140,inf
527358200,inf
907265030,inf
906202040,inf
533130130,inf
904101110,inf
533253180,inf
909455060,inf
528144020,inf
906380130,inf
527325090,inf
535452100,inf
903458010,inf
528294050,inf
904351040,inf
528292080,inf
903231240,inf
903226150,inf
528218090,inf
909251080,inf
534276010,inf
535151040,inf
528363070,inf
905107320,inf
534427010,inf
528253020,inf
528458050,inf
909428240,inf
902125120,inf
908127040,inf
531453100,inf
906476140,inf
905104090,inf
533125140,inf
902110120,inf
533217060,inf
916403290,inf
528477010,inf
534428100,inf
923229110,inf
534202160,inf
528228460,inf
535176050,inf
907275140,inf
528186170,inf
909281030,inf
532351050,inf
527254070,inf
535301060,inf
907202140,inf
534202020,inf
534250400,inf
528188060,inf
905325030,inf
908102160,inf
907131060,inf
534127260,inf
535125010,inf
528456180,inf
909451040,inf
907201230,inf
923203110,inf
534252240,inf
535403200,inf
535301010,inf
905427050,inf
902125080,inf
527132090,inf
923226270,inf
907192150,inf
923275140,inf
528142110,inf
527427090,inf
527451110,inf
534400290,inf
906226130,inf
907260030,inf
916460020,inf
527182170,inf
923276250,inf
906426090,inf
528231010,inf
527254020,inf
907401050,inf
527377110,inf
535126140,inf
904100040,inf
527425140,inf
535327160,inf
